OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
181495|2101|LIFE|12467|T|547469
181496|2102|Agency Fee Payers|162|F|547469
181497|2101|Active|330|T|547484
181498|2102|Agency Fee Payers|1|F|547484
181499|2101|VOTING MEMBERS|288|T|547485
181500|2101|APPRENTICES|22|F|547485
181501|2101|"A" MEMBER|137|T|547487
181502|2101|"B" MEMBER|1417|T|547487
181503|2102|Agency Fee Payers|2|F|547487
181504|2101|ACTIVE - REGULAR|216|T|547488
181505|2101|ACTIVE - RETIREES|73|T|547488
181506|2101|Regular Members|2036|T|547489
181507|2102|Agency Fee Payers|0|F|547489
181508|2101|BUILDING TRADES - ACTIVE - PIPEFITTERS -JOURNEYMEN|419|T|547490
181509|2101|BUILDING TRADES - ACTIVE - PIPEFITTERS-APPRENTICES|45|F|547490
181510|2101|BUILDING TRADES - REFRIGERATION - JOURNEYMEN|398|T|547490
181511|2101|BUILDING TRADES - REFIGERATION - APPRENTICES|58|F|547490
181512|2101|METAL TRADES - ACTIVE - PIPEFITTERS - JOURNEYMEN|56|T|547490
181513|2101|PIPELINE - ACTIVE - JOURNEYMEN|17|T|547490
181514|2101|GAS DISTRIBUTION - ACTIVE - JOURNEYMEN|18|T|547490
181515|2101|GAS DISTRIBUTION - ACTIVE - HELPERS|51|T|547490
181516|2101|BUILDING TRADES - RETIRED JOURNEYMEN|263|T|547490
181517|2101|BUILDING TRADES - RETIRED LIFE MEMBERS -JOURNEYMEN|122|T|547490
181518|2101|ACTIVE MEMBERS|202|T|547494
181519|2102|Agency Fee Payers|0|F|547494
181520|2102|Agency Fee Payers|0|F|547496
181521|2101|"A" MEMBERS|478|T|547501
181522|2101|"BA" MEMBERS|54|T|547501
181523|2101|General Membership|1438|T|547503
181524|2101|Alternate/Assistant Stewards|38|T|547504
181525|2101|New Applicants|2897|F|547504
181526|2101|Service Fee Payers|14|F|547504
181527|2101|Active Members|12338|T|547504
181528|2101|Local Union Officers|6|T|547504
181529|2101|Unlisted on Check-Off|773|T|547504
181530|2101|Self Pays|72|T|547504
181531|2101|Stewards|190|T|547504
181532|2102|Agency Fee Payers|11|F|547504
181533|2101|Journeymen|73|T|547509
181534|2101|Apprentices|11|F|547509
181535|2101|Full Time Members|1468|T|547510
181536|2101|Part Time Members|1997|T|547510
181537|2102|Agency Fee Payers|1|F|547510
181538|2101|ACTIVE MEMBERS|793|T|547511
181539|2101|RETIRED MEMBERS|2|T|547511
181540|2101|POSTAL SUPPORT EMPLOYEES|116|T|547511
181541|2101|REGULAR MEMBERS|36019|T|547512
181542|2102|Agency Fee Payers|0|F|547512
181543|2101|ACTIVE|3570|T|547517
181544|2101|E49|792|F|547517
181545|2101|MEMBERS|1555|T|547518
181546|2101|ACTIVE MEMBERS|918|T|547520
181547|2102|Agency Fee Payers|1|F|547520
181548|2101|Glaziers|448|T|547521
181549|2101|Warehouse|52|T|547521
181550|2101|Art Glass|7|T|547521
181551|2101|Municipal Workers|2|T|547521
181552|2101|Apprentice|13|T|547521
181553|2101|Life Member|73|T|547521
181554|2102|Agency Fee Payers|0|F|547521
181555|2101|Regular Members|1175|T|547524
181556|2102|Agency Fee Payers|0|F|547524
181557|2101|ACTIVE|168|T|547526
181558|2101|HONORARY|44|F|547526
181559|2101|INACTIVE|20|F|547526
181560|2102|Agency Fee Payers|0|F|547526
181561|2101|JOURNEYMAN|995|T|547527
181562|2101|APPRENTICES|213|F|547527
181563|2101|RETIREES|295|T|547527
181564|2101|METAL TRADES|56|T|547527
181565|2102|Agency Fee Payers|0|F|547527
181566|2101|REGULAR MEMBERS|3678|T|547528
181567|2102|Agency Fee Payers|0|F|547528
181578|2101|DUES PAYING MEMBERS|6709|T|547537
181579|2101|Active members|1421|T|547538
181580|2101|Service members|216|F|547538
181581|2101|Journeymen Wiremen|117|T|547539
181582|2101|Apprenctice Wiremen|8|T|547539
181583|2101|Contractor Member|1|F|547539
181584|2102|Agency Fee Payers|0|F|547539
181585|2101|Associate Members|23557|F|547540
181586|2101|Regular Members|2949|T|547540
181587|2102|Agency Fee Payers|0|F|547540
181588|2101|Members|9636|T|547541
181589|2102|Agency Fee Payers|1763|F|547541
181590|2101|JOURNEYMAN|932|T|547543
181591|2101|FORTY-YEAR MEMBERS|123|T|547543
181592|2101|LIFE MEMBERS|230|T|547543
181593|2101|DISABLED|61|T|547543
181594|2101|APPRENTICE|95|F|547543
181595|2101|APPRENTICE IMPROVER|9|F|547543
181596|2101|REGULAR MEMBERS|379597|T|547544
181597|2101|SECTION DISABLED MEMBER|39|T|547545
181598|2101|EARLY RETIRED MEMBER|2|T|547545
181599|2101|RETIRED MEMBER|160|T|547545
181600|2101|HONARY MEMBER|81|T|547545
181601|2101|MEMBER REGULAR|789|T|547545
181602|2101|MEMBER APPRENTICE|34|T|547545
181603|2101|CALLED MILITARY SERVICE|1|T|547545
181607|2101|ACTIVE|8111|T|547547
181608|2101|E49|1984|F|547547
181609|2102|Agency Fee Payers|0|F|547547
181610|2101|REGULAR MEMBERS|530|T|547549
181611|2102|Agency Fee Payers|0|F|547549
181612|2101|Sworn-in members|210|T|547553
181617|2101|A MEMBERS|364|T|547556
181618|2101|BA MEMBERS|377|T|547556
181619|2102|Agency Fee Payers|0|F|547556
181620|2101|OFFICERS|7|T|547558
181621|2101|STEWARDS|47|T|547558
181622|2101|ACTIVE MEMBERS|3029|T|547558
181623|2102|Agency Fee Payers|0|F|547558
181624|2102|Agency Fee Payers|298|F|547559
181629|2101|ACTIVE|1577|T|547561
181630|2101|E49|226|F|547561
181631|2102|Agency Fee Payers|0|F|547561
181632|2101|ALL MEMBERS ARE THE SAME|4947|T|547562
181633|2101|ACTIVE|1908|T|547563
181634|2101|E49|325|F|547563
181635|2102|Agency Fee Payers|0|F|547563
181636|2101|Active Membership|917|T|547564
181637|2101|Retired Membership|276|T|547564
181638|2101|BENEFICIAL MEMBERS|1314|T|547565
181639|2101|NON-BENEFICAIL MEMBERS|3|T|547565
181640|2101|MEMBERS IN ARREARS|75|F|547565
181641|2101|RETIRED MEMBERS|92|T|547565
181642|2101|APPRENTICE|40|T|547566
181643|2101|LIMITED MEMBER|1|F|547566
181644|2101|JOURNEYMEN|258|T|547566
181645|2101|RETIREE|114|T|547566
181646|2101|WITHDRAWAL CARD|20|F|547566
181647|2101|MAINTENANCE PRODUCTION WORKER|7|T|547566
181648|2101|SPECIAL LIMITED (CALLED TO ACTIVE DUTY)|1|T|547566
181649|2101|SF (CLASSIFIED REGULAR MEMBER)|2|T|547566
181650|2101|PRE APPRENTICE/PRE APPRENTICE MEMBER|5|T|547566
181651|2101|LOCAL 439 PRODUCTION WORKER|100|T|547566
181652|2101|RESIDENTIAL APPRENTICE|0|T|547566
181653|2101|RESIDENTIAL JOURNEYMEN|0|T|547566
181654|2101|Active|715|T|547567
181655|2101|Retired|316|F|547567
181656|2101|"A" Members|2|T|547568
181657|2101|"BA" Members|1848|T|547568
181658|2102|Agency Fee Payers|11|F|547568
181659|2101|Regular Members|538|T|547569
181660|2101|Regular Active|485|T|547571
181661|2101|Retired|150|T|547571
181662|2101|REGULAR MEMBERS|3033|T|547572
181663|2101|UNEMPLOYED MEMBERS|414|F|547572
181664|2102|Agency Fee Payers|5|F|547572
181665|2101|Active Members|1272098|T|547573
181666|2101|Affiliate Members|1006|F|547573
181667|2101|Paid-Life Members|1052|F|547573
181668|2102|Agency Fee Payers|7292|F|547573
181672|2101|GENERAL MEMBERSHIP DUES PAYING|1043|T|547575
181673|2101|GENERAL MEMBERSHIP DUES EXEMPT|20|T|547575
181669|2101|ACTIVE MEMBERS|598|T|547578
181670|2101|ASSOCIATE MEMBERS|1180|F|547578
181671|2102|Agency Fee Payers|0|F|547578
181674|2101|Members in good standing|585|T|547580
181675|2102|Agency Fee Payers|0|F|547580
181676|2101|FORT KNOX GARRISON|98|T|547581
181677|2101|DENTAC - DENTAL COMMAND|6|T|547581
181678|2101|MEDDAC - MEDICAL COMMAND|114|T|547581
181679|2101|NON-APPROPRIATED FUND|2|T|547581
181680|2101|ARMY AND AIR FORCE EXCHANGE SERVICE|4|T|547581
181681|2101|US ARMY RECRUITING COMMAND|14|T|547581
181682|2101|HUMAN RESOURCES COMMAND|194|T|547581
181683|2101|DEFENSE FINANCE SERVICES|0|T|547581
181684|2101|RETIREES|59|T|547581
181685|2101|DIRECTORATE OF COMMISSARY ACTIVITIES|10|T|547581
181686|2101|Active Members Dues Check Off|1391|T|547582
181687|2101|Dues Cash Members|64|T|547582
181688|2101|Inactive Members|3778|F|547582
181689|2102|Agency Fee Payers|3|F|547582
181690|2101|Regular Members|1602|T|547583
181691|2101|ACTIVE MEMBERS|318|T|547584
181692|2101|RETIRED MEMBERS|59|T|547584
181693|2101|A MEMBERS|2809|T|547588
181694|2101|BA MEMBERS|310|T|547588
181695|2102|Agency Fee Payers|0|F|547588
181706|2101|Regular|518|T|547590
181707|2101|Life|62|T|547590
181708|2101|Inactive Life|35|F|547590
181709|2101|Youth|2|T|547590
181710|2102|Agency Fee Payers|0|F|547590
181711|2101|LABORERS|430|T|547591
181712|2101|RETIREES|105|T|547591
181713|2101|Regular Members|8176|T|547592
181714|2102|Agency Fee Payers|29|F|547592
181715|2101|FULL/ACTIVE|339|T|547594
181716|2101|RETIRED|131|T|547594
181717|2101|ACTIVE|424|T|547598
181718|2101|RETIRED|87|T|547598
181719|2101|LIFE|35|T|547598
181720|2101|Active members|587|T|547600
181721|2101|Retired members|276|T|547600
181722|2101|Life members|87|T|547600
181723|2101|Local carry|12|T|547600
181724|2101|Honorable withdrawal|2|F|547600
181725|2102|Agency Fee Payers|0|F|547600
181726|2101|APPRENTICES|537|F|547603
181727|2101|JOURNEYMEN|1372|T|547603
181728|2102|Agency Fee Payers|42|F|547603
181729|2101|Regular Members|2031|T|547605
181730|2102|Agency Fee Payers|0|F|547605
181731|2101|Active Member|2111|T|547606
181732|2101|Active Member|7100|T|547608
181733|2101|I.A. retirees 65+|345|F|547608
181734|2101|AFFLIATES|2|T|547609
181735|2101|Members|0|T|547610
181736|2102|Agency Fee Payers|0|F|547610
181737|2101|ACTIVE|522|T|547619
181738|2101|RETIRED|32|T|547619
181739|2101|LIFE|23|T|547619
181740|2101|Active Dues Paying Members|569|T|547623
181741|2101|Active Memebrs|78105|T|547624
181742|2101|Retired Members|3653|T|547624
181743|2102|Agency Fee Payers|7723|F|547624
181744|2101|Active Members|7259|T|547626
181745|2101|Active Members|264|F|547626
181746|2102|Agency Fee Payers|0|F|547626
181747|2101|ALL MEMBERS ARE FULL PAYING|2515|T|547627
181748|2101|DUES PAYING MEMBERS|296|T|547628
181749|2101|Regular|335|T|547629
181750|2102|Agency Fee Payers|0|F|547629
181751|2101|REGULAR ACTIVE MEMBERS|194|T|547630
181752|2101|RETIREES OVER 65|10|F|547630
181753|2101|RETIREES OVER 75|7|F|547630
181754|2101|PERMANENTLY DISABLED|2|F|547630
181755|2101|Regular Members|977|T|547631
181756|2102|Agency Fee Payers|28|F|547631
181757|2101|Active (Officer, Dues Cash, and Shop Steward)|3371|T|547633
181758|2101|New Member|61|F|547633
181759|2101|Unlisted on Dues Checkoff|5|F|547633
181760|2102|Agency Fee Payers|6|F|547633
181761|2101|GENERAL MEMEBRS|805|T|547634
181762|2102|Agency Fee Payers|0|F|547634
181763|2101|maintenance of way railroad full dues paying|593|T|547636
181764|2102|Agency Fee Payers|0|F|547636
181765|2101|GENERAL MEMBERS|543|T|547637
181766|2102|Agency Fee Payers|0|F|547637
181767|2101|ACTIVE|1748|T|547638
181768|2101|RETIRED|382|T|547638
181769|2101|GOLD CARD|77|T|547638
181770|2101|ASSOCIATE|21|T|547638
181771|2101||0|F|547642
181772|2102|Agency Fee Payers|0|F|547642
181773|2101|AFFILIATED LOCAL UNIONS|24|T|547643
181774|2101|JOURNEYPERSON|601|T|547647
181775|2101|APPRENTICE|272|T|547647
181776|2101|INDUSTRIAL|51|T|547647
181777|2101|RETIREES|25|T|547647
181778|2102|Agency Fee Payers|0|F|547647
181779|2101|JOURNEYMAN|127|T|547650
181780|2101|APPRENTICE|34|T|547650
181781|2101|MATERIAL HANDLERS|8|T|547650
181782|2101|RETIREES|2|F|547650
181783|2102|Agency Fee Payers|0|F|547650
181784|2101|A MEMBERS|396|T|547651
181785|2101|BA MEMBERS|92|T|547651
181786|2102|Agency Fee Payers|3|F|547651
181787|2101|JOURNEYMAN|322|T|547652
181788|2101|APPRENTICE|134|T|547652
181789|2102|Agency Fee Payers|0|F|547652
181790|2101|JOURNEYMAN|122|T|547653
181791|2101|APPRENTICE|84|T|547653
181792|2102|Agency Fee Payers|0|F|547653
181793|2101|Active members|6027|T|547655
181794|2102|Agency Fee Payers|32|F|547655
181795|2101|Journeymen|50|T|547658
181796|2101|Associate members, paid full initiation|6138|T|547659
181797|2101|Members under contract, paid full dues|12|T|547659
181798|2102|Agency Fee Payers|0|F|547659
181799|2101|REGULAR MEMBERS|1822|T|547662
181800|2102|Agency Fee Payers|3|F|547662
181801|2101|OFFICERS - CURRENT|5|T|547665
181802|2101|OFFICERS - PAST|12|T|547665
181803|2101|GENERAL MEMBERS|118|T|547665
181804|2101|RETIRED MEMBERS AGE 65|2|T|547665
181805|2101|RETIRED MEMBERS AGE 75|4|T|547665
181806|2101|Active|916|T|547669
181807|2101|Retirees|264|T|547669
181808|2101|MEMBERS|52833|T|547673
181809|2102|Agency Fee Payers|11690|F|547673
181810|2101|Operating Engineers Local 312|448|T|547686
181811|2101|Operating Engineers Local 312 A|9|T|547686
181812|2101|Operating Engineers Local 312 B|6|T|547686
181813|2101|Operating Engineers Local 312 C|9|T|547686
181814|2101|Operating Engineers Local 312 R|22|T|547686
181815|2101|ALL MEMBERS IN GOOD STANDING|913|T|547688
181816|2101|BENEFICIAL MEMBERS|3091|T|547699
181817|2101|NON-BENEFICIAL MEMBERS|7|T|547699
181818|2101|MEMBERS IN ARREARS|236|F|547699
181819|2101|RETIRED MEMBERS|797|T|547699
181820|2101|Active Engineers|270|T|547702
181821|2101|Active Trainmen|24|T|547702
181822|2101|Retired Due To Disability 29H1|5|F|547702
181823|2101|Sick/Injured over 30 Days 29H5|9|T|547702
181824|2101|Cut Off (Over 30 Days) 29H3|1|F|547702
181825|2101|Dismissed (Over 30 Days) 29H4|3|F|547702
181826|2101|Retired, Relinquished Seniority 29I|118|F|547702
181827|2102|Agency Fee Payers|0|F|547702
181828|2101|Inside|465|T|547707
181829|2101|Residential|11|T|547707
181830|2101|Teledata|21|T|547707
181831|2101|Construction wiremen|7|T|547707
181832|2101|DUES PAYING MEMBERS|375|T|547708
181833|2101|Regular Membership - Full Dues|141|T|547709
181834|2101|Owners - Full Dues|1|F|547709
181835|2102|Agency Fee Payers|0|F|547709
181836|2101|Full Dues Paying Members|600|T|547711
181837|2101|FULL-TIME|749|T|547712
181838|2101|RETIRED|1|T|547712
181839|2102|Agency Fee Payers|0|F|547712
181840|2101|ACTIVE MEMBERS|992|T|547715
181841|2101|RETIRED MEMBERS|265|T|547715
181842|2102|Agency Fee Payers|0|F|547715
181843|2101|Active Mbrs w/ full dues withheld|140|T|547718
181844|2101|Retired|1|T|547718
181845|2101|Active Mbrs w/ full dues withheld|49|T|547720
181846|2101|Regular Members|20892|T|547721
181847|2102|Agency Fee Payers|1|F|547721
181848|2101|Regular membership|3543|T|547722
181849|2101|Active and not Life Member or Retired - Full Dues|901|T|547724
181850|2101|Retired and not Life Member - Full Dues|513|T|547724
181851|2101|Life Members - No Dues|178|T|547724
181852|2101|Members paying full dues|1075|T|547726
181853|2101|Retired Members over 65|5|F|547726
181854|2101|Retired Members over 75 / Disabled Retirees|6|F|547726
181855|2101|REGULAR MEMBERS PAYING FULL DUES|1074|T|547728
181856|2101|FULL-TIME LOCAL UNION EMPLOYEE|1|T|547728
181857|2101|INT'L REP - FULL DUES PAID AT INTERNATIONAL LEVEEL|1|T|547728
181858|2101|Active members on checkoff|8453|T|547729
181859|2101|Steward on checkoff|279|T|547729
181860|2101|Cash dues members|226|T|547729
181861|2101|New applicants checkoff|887|T|547729
181862|2101|Officers on checkoff|6|T|547729
181863|2101|Unlisted on checkoff|75|F|547729
181864|2101|Alternate steward|24|T|547729
181865|2102|Agency Fee Payers|35|F|547729
181866|2101|JOURNEYMAN-WIREMAN|535|T|547731
181867|2101|ASSEMBLER|19|T|547731
181868|2101|APPRENTICE|47|T|547731
181869|2101|TELEPHONE TECH|14|T|547731
181870|2101|RESIDENTIAL WIREMAN|5|T|547731
181871|2101|CONSTRUCTION ELECTRICIAN|5|T|547731
181872|2101|CATV|166|T|547731
181873|2101|TOWNSHIP MAINTENANCE|32|T|547731
181874|2101|POWER GENERATION WORKER|21|T|547731
181875|2101|COMPUTER TECH|3|T|547731
181876|2101|Union Employees|163|T|547732
181877|2101|ACTIVE MEMBERS|289|T|547733
181878|2101|RETIRED MEMBERS|237|F|547733
181879|2101|Active Members|5918|T|547734
181880|2101|JOURNEYMAN|86|T|547735
181881|2101|APPRENTICES|15|T|547735
181882|2101|ASSISTANTS|576|T|547735
181883|2102|Agency Fee Payers|0|F|547735
181884|2101|Active Members|188|T|547738
181885|2101|Retirees Members|16|T|547738
181886|2101|Building & Trade Journeyman|183|T|547741
181887|2101|Building & Trades Apprentices|35|T|547741
181888|2101|Building & Trades Retirees|71|T|547741
181889|2101|Building & Trades Limited Members|3|F|547741
181890|2101|Classified Workers|28|T|547741
181891|2101|Production Workers|81|T|547741
181893|2101|REGULAR MEMBERS|475|T|547745
181894|2101|Active members|3749|T|547748
181895|2102|Agency Fee Payers|177|F|547748
181896|2101|Regular Paying Members|19874|T|547749
181897|2101|Active Members|13577|T|547751
181898|2101|Suspended Members|323|F|547751
181899|2101|Retired Members|1532|T|547751
181900|2101|Life Members|5|T|547751
181901|2102|Agency Fee Payers|172|F|547751
181902|2101|Active|1473|T|547752
181903|2101|Retired|263|T|547752
181904|2101|General Membership|1517|T|547754
181905|2101|ACTIVE MEMBERS|65|T|547755
181906|2101|SUPERANNUATED|9|T|547755
181907|2102|Agency Fee Payers|0|F|547755
181908|2101|Journeyman|312|T|547759
181909|2101|Apprentices|67|T|547759
181910|2101|Retirees|96|T|547759
181911|2101|B-Mechanics|53|T|547759
181912|2101|Specialty Workers|30|T|547759
181913|2101|Pre-Apprentices|10|T|547759
181914|2101|Withdrawn Members|20|T|547759
181915|2101|Production Workers|32|T|547759
181916|2101|ACTIVE & NEW MEMBERS|1153|T|547761
181917|2101|OFFICERS|7|T|547761
181918|2101|STEWARDS|38|T|547761
181919|2101|ON LEAVE|2|T|547761
181920|2101|UNLISTED ON CHECK OFF|15|T|547761
181921|2102|Agency Fee Payers|0|F|547761
181922|2101|Members|536|T|547762
181923|2101|Retired Members|290|T|547762
181924|2101|Life Members|77|T|547762
181925|2101|Apprentices|54|F|547762
181926|2102|Agency Fee Payers|0|F|547762
181927|2101|REGULAR MEMBER|525|T|547763
181928|2101|JOURNEYMAN|472|T|547764
181929|2101|1ST YEAR APPRENTICE|30|T|547764
181930|2101|2ND YEAR APPRENTICE|9|T|547764
181931|2101|3RD YEAR APPRENTICE|32|T|547764
181932|2101|4TH YEAR APPRENTICE|52|T|547764
181933|2102|Agency Fee Payers|0|F|547764
181934|2101|MECHANICS|237|T|547765
181935|2101|APPRENTICESHIP|25|T|547765
181936|2101|ACTIVE MEMBERS|104241|T|547766
181937|2101|OFFICERS|7|T|547766
181938|2102|Agency Fee Payers|0|F|547766
181939|2101|Factory workers|1533|T|547768
181940|2101|REGULAR/ACTIVE DUES-PAYING MEMBERS|9300|T|547769
181941|2101|"A" Members (active)|1345|T|547771
181942|2101|"BA" Members (active)|1021|T|547771
181943|2101|"A" Members (inactive)|398|F|547771
181944|2101|"BA" Members (inactive)|451|F|547771
181945|2101|Non-members|214|F|547771
181946|2102|Agency Fee Payers|0|F|547771
181947|2101|ACTIVE MEMBERS|1125|T|547772
181948|2101|"A" Members|1044|T|547773
181949|2101|"BA" Members|85|T|547773
181950|2101|Apprentice|25|T|547773
181951|2101|Probationary|87|T|547773
181952|2101|ACTIVE MEMBERS|1082|T|547774
181953|2101|OFFICERS|7|T|547774
181954|2101|STEWARDS|48|T|547774
181955|2101|NEW APPLICANTS|100|T|547774
181956|2101|UNLISTED ON CHECK-OFF|9|T|547774
181957|2102|Agency Fee Payers|0|F|547774
181958|2101|ACTIVE MEMBERS|2140|T|547775
181959|2102|Agency Fee Payers|0|F|547775
181960|2101|ACTIVE REGULAR MEMBERS|2475|T|547776
181961|2101|Regular Members|2894|T|547778
181962|2102|Agency Fee Payers|0|F|547778
181963|2101|JOUNEYMEN|1404|T|547779
181964|2101|APPRENTICES|381|T|547779
181965|2101|RETIREES|439|T|547779
181966|2101|POST AND PRE APPRENTICES|21|T|547779
181967|2102|Agency Fee Payers|0|F|547779
181968|2101|REGULAR MEMBERS|1388|T|547780
181969|2101|Union Members|30|T|547781
181970|2102|Agency Fee Payers|95|F|547781
181971|2101|Journeyman Wiremen|372|T|547782
181972|2101|Residential Wiremen|17|T|547782
181973|2101|Teledata Technician|28|T|547782
181974|2101|Apprentice Wiremen|9|T|547782
181975|2101|Residential Trainee|2|T|547782
181976|2101|Unclassifited|1|T|547782
181977|2101|ACTIVE|648|T|547784
181978|2101|OFFICER|4|T|547784
181979|2101|STEWARD|24|T|547784
181980|2101|DUES CASH MEMBERS|2|T|547784
181981|2101|ON LEAVE|1|T|547784
181982|2101|ALTERNATE STEWARD|6|T|547784
181983|2101|NEW APPLICANT|7|T|547784
181984|2101|UNLISTED ON CHECK-OFF|14|T|547784
181985|2101|ACTIVE MEMBERS|14270|T|547785
181986|2101|SERVICE FEE MEMBERS|24|F|547785
181987|2101|ADMINISTRATIVE FEE MEMBERS|687|F|547785
181988|2102|Agency Fee Payers|12|F|547785
181989|2101|Active Members|359|T|547786
181990|2101|Other Members|33|T|547786
181991|2102|Agency Fee Payers|0|F|547786
181992|2101|ACTIVE|1731|T|547787
181993|2101|NEW APPLICANTS|77|F|547787
181994|2102|Agency Fee Payers|128|F|547787
181995|2101|ACTIVE MEMBERS|6783|T|547788
181996|2101|CASUAL DUES|43|T|547788
181997|2101|DUES CASH MEMBERS|64|T|547788
181998|2101|NEW APPLICANT|294|T|547788
181999|2101|STEWARD|313|T|547788
182000|2101|UNLISTED ON CHECK OFF|165|T|547788
