OID|DESCRIPTION|AMOUNT|RPT_ID
84412|Federal Income Taxes (941) Forward|701|547569
84413|FICA- Employee OASDI and HI Forward|445|547569
84414|State Income Taxes|307|547569
84415|FICA, Employer OASDI and HI (941)|445|547569
84416|Unemployment Taxes, Federal (940)|56|547569
84417|Unemployment Taxes, State|68|547569
84418|Iowa Tax|0|547569
84419|Payroll Taxes Payable|4533|547571
84420|Tenant Security Deposits|120217|547573
84421|Deferred Income|191959|547573
84422|Payroll Deductions|156486|547573
84423|Defunct Locals Escrow|851|547573
84425|PAYROLL WITHHOLDING|325|547575
84424|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|3574|547578
84426|Payroll Liabilities|7950|547580
84427|0|0|547581
84428|Severance Liability|12500|547582
84429|2013 4th Qtr. Fed. Unemployment Tax Deposit (940)|116|547583
84430|2013 4th Qtr. State Unemployment Contribution|20|547583
84431|2013 4th Qtr. KC Earnings Tax |539|547583
84432|IRA Contribution |1307|547583
84433|2013 V-CAP Contributions|1597|547583
84434|4th Qtr.2013  Wage Bonus|828|547583
84435|Dec. 2013 Mo. Whdg. Tax|1007|547583
84436|PAYROLL TAXES|3291|547584
84437|WITHHELD DUES & ASSESSMENTS|13244|547588
84438|CONTRACTORS' PAYABLE|1211014|547588
84439|Accrued payroll expenses|2764|547590
84440|2013 property taxes payable|25385|547590
84441|2014 dues received in advance|1450|547590
84442|AFM 4th qtr 2013 per capita|8533|547590
84443|misc. trade payables|2341|547590
84444|PAYROLL TAXES PAYABLE|17710|547591
84445|RENT SECURITY PAYABLE-TENANT SECURITY DEPOSITS|7068|547591
84446|Chapter Rebates|97062|547592
84447|COPE withheld|158|547592
84448|AFLAC withheld|342|547592
84449|Accrued Salaries and related taxes|50782|547592
84450|Other Accrued expenses|566|547592
84451|PAYROLL LIABILITIES|1433|547598
84452|DUE TO RELATED FUND|7883|547598
84453|Unearned dues revenue|17344|547600
84454|Payroll withholdings|4613|547600
84455|RENTAL SECURITY DEPOSITS|43784|547603
84456|PAYROLL WITHHOLDINGS|16315|547603
84457|Federal Tax|550|547605
84458|Employers FICA|264|547605
84459|Missouri W/H|772|547605
84460|Federal Unemployment|341|547605
84461|Missouri Unemployment|0|547605
84462|Accrued Expenses|1224630|547608
84463|Security Deposit|1624|547608
84464|Funds Held for Others|202000|547609
84465|WITHHELD BENEFITS|6273|547619
84466|Unpaid Payroll & Quarterly Taxes|1631|547623
84467|Unpaid Per Capita Taxes|305|547623
84468|ACCRUED SUBSIDIES|73860|547624
84469|ACCRUED WITHHOLDING|1207|547624
84470|ACCRUED HSA/FSA|405099|547624
84471|ACCRUED SEVERANCE|2125191|547624
84472|ACCRUED VACATION|476128|547624
84473|DIRECT DEPOSIT PROGRAM|337994|547624
84474|DUE TO COPE|309848|547624
84475|FAIR SHARE ESCROW|28128|547624
84476|PSRP SCHOLARSHIP|2822|547624
84477|ACCRUED EXPENSE|200749|547624
84478|ACCRUED REAL ESTATE TAXES|55500|547624
84479|DEFERRED REVENUE|30567|547624
84480|ACCRUED RETIREMENT INCENTIVE|111058|547624
84481|Security Deposits Due Employers|97537|547626
84482|Funds Collected for Affiliates|556|547626
84483|Employer Matching Contributions|130551|547626
84484|Accrued Vacation and Sick Pay Due to Employees|335507|547626
84485|Aflac Premium Deductions|741|547626
84486|Payroll Liabilities|9216|547628
84487|Withheld Dues|2619|547629
84488|Withheld International Dues|525|547629
84489|Withheld PAC|141|547629
84490|Withheld Vacation|1568|547629
84491|Withheld Annuity Loan Repayment|423|547629
84492|Equipment Advance Payment|1134|547629
84493|PAYROLL TAX PAYABLE|6685|547630
84494|PAYROLL LIABILITIES|27558|547634
84495|PAYROLL LIABILITIES|7465|547637
84496|OTHER LIABILITIES|255|547637
84497|SICK LEAVE BENEFITS|15939|547638
84498|DAMAGE DEPOSITS AND RENT|3300|547638
84499|PAYROLL TAXES & WITHHOLDINGS PAYABLE|2202|547643
84500|PAYROLL TAX LIABILITIES AND WITHHOLDING|1613|547651
84501|Payroll taxes and withholdings payable|1193|547655
84502|State withholding & unemployment taxes 4th Q 2013|2658|547659
84503|FEDERAL UNEMPLOYMENT TAX (FUTA)|985|547662
84504|WI STATE TAX FWDED|2520|547662
84505|WI UNEMPLOYMENT TAX|2475|547662
84506|Payroll Taxes Payable|21662|547669
84507|COLCPE Withholding Payable|105|547669
84508|Copier Lease Payable|22336|547669
84509|TSP Payable Withholidng|7667|547669
84510|FINANCIAL ASSISTANCE - AFFILIATED LOCAL UNION|1194420|547673
84511|PENSION BENEFITS LIABILITY - FUNDED|18158484|547673
84512|PENSION BENEFITS LIABILITY - UNFUNDED|6536150|547673
84513|O.P.E.I.U. POSTRETIREMENT MEDICAL BENEFITS LIAB.|740346|547673
84514|POSTRETIREMENT MEDICAL BENEFITS|1504290|547673
84515|ACCRUED SALARIES, VACATION, AND SICK TIME|524742|547673
84516|DUE TO AFFILIATES|27309|547673
84517|SECURITY DEPOSITS|3964|547688
84518|PAYROLL TAXES PAYABLE|9047|547688
84519|DEPOSIT|203|547699
84520|Payroll taxes payable|11377|547707
84521|DUES COLLECTED IN ADVANE|34609|547708
84522|WITHHELD PAYROLL TAXES|6634|547708
84523|Unremitted Taxes|1289|547711
84524|Payroll Taxes Payable|1425|547713
84525|PAYROLL WITHHOLDINGS PAYABLE|196|547715
84526|Payroll Taxes Withheld|8195|547721
84527|Transfers Payable|2754|547721
84528|Other Payroll Deductions|11806|547721
84529|Payroll Liabilities|260|547722
84530|Accrued Payroll|76709|547724
84531|Accrued Real Estate Tax|52231|547724
84532|Other Accrued Withholding|5292|547724
84533|Payroll Liabilities : Federal Taxes (941/944 & 940|1003|547726
84534|Payroll Liabilities : NC Income Tax|1375|547726
84535|Payroll Liabilities : NC Unemployment|356|547726
84536|Payroll Liabilities : IATSE 401(k)|195|547726
84537|Payroll Liabilities : IATSE PAC|45|547726
84538|PAYROLL WITHHOLDING|698|547728
84539|CUSTODIAN VACATION FUND LIABILITY|26152|547731
84540|Due to Affiliates|30400|547734
84541|PAYROLL TAXES WITHHELD|1191|547735
84543|MICHIGAN INCOME TAXES|508|547745
84544|DETROIT INCOME TAXES|284|547745
84545|FEDERAL UNEMPLOYMENT TAXES|175|547745
84546|STATE UNEMPLOYMENT TAXES|32|547745
84547|CLERICAL PENSION FUND|338|547745
84548|UTILITIES- ELECTRIC, WATER, GAS|699|547745
84549|REAL ESTATE TAXES|8935|547745
84550|PERSONAL PROPERTY TAXES|214|547745
84551|TELEPHONE|164|547745
84552|Accrued Expenses|1355026|547751
84553|Due to Members - Compilations|1465073|547751
84554|Due to Members - Settlements|325367|547751
84555|Residual Reserves and Excrow Accounts|6198694|547751
84556|Foreign Levies Payable |11730452|547751
84557|Other Accrued Expenses|675554|547751
84558|PAYROLL WITHHOLDINGS PAYABLE|2286|547755
84559|Accrued expense|37239|547759
84560|Accrued and withheld payroll tax|14249|547759
84561|DUES TO AFFILIATED ORGANIZATIONS|20703|547761
84562|NONE|0|547764
84563|PAYROLL TAXES|5891|547765
84564|Accrued expenses|1608|547768
84565|DUE TO DRIVE FUND|150|547769
84566|PAYROLL TAX WITHHOLDINGS|13544|547769
84567|Payroll and Other Witholding Not Yet Remitted|29079|547771
84568|Due to IBEW COPE Fund|12984|547771
84569|PAYROLL TAXES PAYABLE|424|547772
84570|Payroll Liabilities|234|547773
84571|DUE TO AFFILIATED ORGANIZATIONS|9184|547774
84572|ACCRUED DEFERRED COMPENSATION BENEFITS|1121900|547775
84573|SEVERANCE PAY PAYABLE|381992|547775
84574|PAYROLL TAXES|2842|547776
84575|VACATION AND SICK LEAVE|22757|547776
84576|State Unemployment Tax|2031|547778
84577|FICA Tax|380|547778
84578|Federal Withholding Tax|427|547778
84579|State of Michigan Withholding Tax|1534|547778
84580|City of Lansing Withholding Tax|34|547778
84581|Credit Union Forwarding|1360|547778
84582|AFLAC Forwarding|41|547778
84583|401(k) Forwarding|459|547778
84584|Charity Forwarding|23|547778
84585|SURETY BOND DEPOSITS|184203|547779
84586|PAYROLL WITHHOLDINGS|4366|547779
84587|Payroll Liabilities |18255|547781
84588|Vested Deferred Comp Loan Payable - Employees|24497|547781
84589|Unexpensed Funds - Members |233731|547781
84590|Other |30|547781
84591|Payroll Tax Liabilities|2201|547782
84592|NONE|0|547785
84593|ACCRUED PAYROLL|4007|547787
84594|ACCRUED PAYROLL TAXES|599|547787
84595|ACCRUED PAYROLL TAXES|10619|547788
84596|SECURITY DEPOSITS|6536|547789
84597|STRIKE PAYABLE|1996|547789
84598|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|14557|547789
84599|DUE TO INTERNATIONAL - SAFEWAY PAYROLL WITHHOLDING|2207|547789
84600|DUE TO AFFILIATED ORGANIZATIONS|22910|547790
84601|Deferred Convention Revenue|5625000|547793
84602|Accrued Severance Pay|7029033|547793
84603|Deferred Compensation|2280000|547793
84604|Accrued Vacation & Sick Pay|3305091|547793
84605|Insurance Premium Reserves|5121970|547793
84606|Escrow Funds|566542|547793
84607|Employee Withholdings|18070|547793
84608|Accrued Postretirement Benefit|62263000|547793
84609|Office Rent Abatement|586226|547793
84610|In-Transit Investment Purchase|2999377|547793
84611|Due to Members for dues paid in advance|49370|547794
84612|Iowa State Withholding Payable|3|547794
84613|Federal Unemployment Payable|294|547794
84614|Building Trades Payable|39|547794
84615|Dues Assessment Payable|571|547794
84616|JATC Payable|62|547794
84617|Vacation Payable|700|547794
84618|P.A.L. Payable|11|547794
84619|December 2013 school tax|13|547795
84620|December 2013 state withholding|681|547795
84621|state unemployment tax 4th qtr 2013|820|547795
84622|city of Toledo withholding tax 4th qtr 2013|529|547795
84623|workers' comp 4th qtr 2013|613|547795
84624|Payroll tax withholdings|94|547798
84625|Per Capita Tax |76471|547803
84626|Cap Council|4607|547803
84627|State Income Tax|1516|547803
84628|City Income Tax|215|547803
84629|State Unemployment Tax|1269|547803
84630|DUE TO AFFILIATED ORGANIZATIONS|15125|547809
84631|Due various benefit and educational funds|90702|547813
84632|Performance bond|3000|547813
84633|Severance Accrual|81705|547815
84634|Payroll Liabilities|157|547815
84638|941 FEDERAL TAXES HELD DECEMBER 2013|2319|547822
84639|940 FEDERAL UNEMPLOYMENT TAX : 4TH QTR 2013|633|547822
84640|NYS EMPLOYMENT INSURANCE : 4TH QTR 2013|115|547822
84643|INCURRED BUT NOT REPORTED HEALTH CLAIMS|794385|547831
84644|DUES OVERPAYMENTS/ESCROW|580109|547831
84645|ACCRUED SALARIES|1198492|547831
84646|EMPLOYER'S PAYROLL TAX PAYABLE|87410|547831
84647|EMPLOYER'S 401K MATCH PAYABLE|9827|547831
84648|ACCRUED VACATION|1495022|547831
84649|PAYROLL WITHHOLDINGS|11112|547831
84650|DEFERRED REVENUE|1185186|547831
84651|TENANT DEPOSITS HELD|18000|547831
84652|ACCRUED POSTRETIREMENT HEALTH BENEFITS|30954562|547831
84653|ACCRUED PENSION COST|17492893|547831
84654|LOCAL UNION MONIES IN ESCROW|31112|547831
84655|FEDERAL UNEMPLOYMENT TAX|641|547833
84656|NYS UNEMPLOYMENT TAX|144|547833
84657|941 EMPLOYERS SHARE|384|547833
84658|NYS WITHHOLDING|300|547833
84659|Payroll Tax and Deductions Payable|32205|547846
84660|Employee Vested Deferred Compensation|3028|547847
84661|Employee Vested Deferred Compensation Loan|22947|547847
84662|Payroll Liabilities |17928|547847
84663|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|9357|547848
84664|NONE|0|547851
84665|FEDERAL INCOME TAXES (941) FORWARD|188|547861
84666|FICA EMPLOYEE OASDI AND HI FORWARD|229|547861
84667|STATE INCOME TAX FORWARD|385|547861
84668|CITY INCOME TAX FORWARD|14|547861
84669|FICA EMPLOYER OASDI AND HI (941)|229|547861
84670|UNEMPLOYMENT TAXES STATE|173|547861
84671|Payroll Liabilities|1050|547868
84672|INTERNATIONAL DUES PAYABLE|17123|547869
84673|Payroll withholding payable|20941|547873
84674|Sales and liquor tax payable|3078|547873
84675|Payroll Withholdings|4636|547876
84676|Unapplied Dues|1792|547876
84678|PAYROLL DEDUCTIONS: DUES & PAC WITHHELD|2143|547879
84682|Payroll Withholdings Payable|3913|547890
84683|Due to UFCW States Council Political Education|18049|547890
84684|Payroll Liabilites|1958|547900
84685|Payroll Taxes Payable|4962|547903
84686|PAYROLL WITHHOLDINGS|274|547908
84687|Payroll tax liabilities|1481|547909
84688|Capital Lease|5198|547910
84689|UNALLOCATED DUES|264871|547911
84690|PAYROLL EXCHANGES|17057|547911
84693|EXCHANGES|5725|547919
84694|DEPOSITS FROM APPLICANTS|2100|547919
84695|DUE TO RELATED ORGANIZATIONS|64567|547919
84696|Payroll Taxes Payable|214|547923
84697|DEPOSITS|2800|547926
84698|Payroll Withholding Liabilities|5547|547938
84699|Payroll Tax Liabilities|383|547942
84700|Payroll tax withholdings|7873|547945
84701|Funds for transmittal|163|547945
84702|Federal Payroll Taxes Payable|4281|547950
84703|State Payroll Taxes Payable|684|547950
84704|Other Payroll Withholding Payable|40|547950
84705|Escrow - Defunct Affiliates and Custodian|274533|547951
84706|Accrued Post Retirement Benefits|626381|547951
84707|Accrued Pension Liability|31424199|547951
84708|PAYROLL|4940|547952
84709|PAYROLL TAXES|2642|547952
84710|REAL ESTATE TAXES|6582|547952
84711|PR Taxes Payable|12906|547959
84712|Due to Affiliates|1266|547961
84713|Payroll Tax Withholdings Payable|2353|547963
84714|PAYROLL WITHHELD BUT NOT REMITTED|3042|547966
84715|941 PAYMENTS DUE|3093|547968
84716|PAYROLL WITHHOLDINGS NOT REMITTED @ Y/E|9672|547970
84717|Payroll Liabilities - 941, PUC & FUTA|4956|547971
84718|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|20020|547974
84719|ACCRUED PAYROLL TAXES|2007|547986
84720|PER CAPITA DUES PAYABLE|13610|547986
84721|DEATH RESERVE FUND|6170|547986
84722|PAYABLE TO JATC|15516|547986
84723|COLLECTED ON BEHALF OF AFFILIATES|528821|547987
84724|COMPENSATED ABSENCES|513565|547987
84725|POST RETIREMENT BENEFIT|15326611|547987
84726|OTHER ACCRUED LIABILITIES|66087|547987
84727|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|6817|547988
84728|PAYROLL TAXES/WITHHOLDINGS PAYABLE|22741|547999
84729|PAYROLL WITHHOLDINGS PAYABLE|185|548001
84730|PAYROLL TAX WITHHOLDINGS|2644|548004
84731|City Income Tax Withheld|3290|548006
84732|Ohio Income Tax Withheld|1425|548006
84733|Kentucky Income Tax Withheld|2725|548006
84734|School Tax Withheld|25|548006
84735|Member Disability Permiums Payable|15321|548011
84736|Accrued Vacation|38357|548011
84737|Union Dues Payable|42|548011
84738|401(k) Payable|639|548011
84739|PAYROLL TAXES WITHHELD|4129|548012
84740|FRINGES WITHHELD|5424|548012
84741|Poicy Committee|56229|548013
84742|Accrued Vacation and Sick Leave|34185|548013
84743|Dues Payable to AFSCME International|21835|548013
84744|Rebates Payable|4461|548013
84745|Accrued Expenses|1909|548013
84746|Payroll Taxes Payable|4692|548014
84747|Accrued deferred compenstation|310284|548018
84748|Accrued wages and benefits|75309|548018
84749|Accrued and withheld payroll taxes|13191|548018
84750|Rentor's security deposits|4000|548018
84751|Payroll Taxes Payable|3082|548037
84752|Payroll Tax Liabilities|4982|548038
84753|Due Vacation Fund|27219|548038
84754|Due Ipal, Impact, NEIATJ, various|62330|548038
84755|Per Capita Payable|20907|548042
84756|Payroll Liabilities|11647|548042
84757|Accrued Vacation|42784|548042
84758|DUE TO OTHER FUNDS|1928|548045
84759|SECURITY DEPOSIT|24947|548046
84760|PAYROLL TAXES PAYABLE|2535|548052
84761|DUES AND VACATION PAYABLE|2475|548052
84762|American Express Payable|512|548058
84763|Payroll Taxes Payable|18579|548058
84764|Severance Benefit Obligation|1946526|548063
84765|Tenants' Security Deposits|13614|548063
84766|Employee payroll tax withholdings|1402|548064
84767|PAYROLL LIABILITIES|1667|548068
84768|LPL MEMBER CONTRIBUTIONS NOT REMITTED BY YEAR END|355|548068
84769|MISC OTHER PAYABLES|700|548068
84770|Deferred Dues ( 2014 dues received in 2013)|5100|548084
84771|PAYROLL TAXES PAYABLE|5293|548087
84772|UNREMITTED TAXES|585|548090
84773|UNREMITTED DUES|97|548090
84774|BENEFITS, PAYROLL TAXES AND WITHHOLDINGS|20660|548091
84775|Accrued and Withheld Payroll Taxes|6248|548092
84776|PAYROLL TAXES WITHHELD AND OTHER WITHHOLDING|1322|548093
84777|DUE TO RWDSU INTERNATINAL|99000|548094
84778|PAYROLL TAXES PAYABLE|2466|548094
84779|Payroll Liabilities|3158|548102
84780|ACCRUED PAYROLL WITHHOLDINGS|60|548103
84781|December Pension-Employees|1682|548104
84782|Federal 940 4th Quarter Taxes|910|548104
84783|State Unemployment 4th Quarter Taxes|867|548104
84787|PAYROLL WITHHOLDINGS NOT REMITTED AT Y/E|328|548112
84788|EMPLOYER BOND DEPOSIT|9003|548112
84789|DUE TO NORTHWEST INDIANA ROOFERS JACF|13000|548112
84790|Accrued Vacation and Sick Pay|601379|548114
84791|Dues Rebates Payable|799870|548114
84792|Deferred Tenant Deposits|40062|548114
84793|PAYROLL TAXES PAYABLE|12936|548115
84797|Cope Payable|35479|548116
84798|Misc Payable|8038|548116
84799|SEIU Payable|181717|548116
84794|Unclaimed Payroll Checks|23672|548116
84795|Unclaimed Settlement Checks|8016|548116
84796|Unclaimed Dues Checks|14568|548116
84800|California State Council|328820|548116
84801|PAYROLL LIABILITIES|2666|548119
84802|Accrued Payroll Liabilities|5019|548123
84803|WITHHOLDING PAYABLE|74620|548124
84804|DUE TO LOCALS|284351|548124
84805|MATE CREEK SETTLEMENT|12115|548124
84806|DUE TO OTHER FUNDS|1229|548124
84807|UNCLAIMED CHECKS|12844|548124
84808|MAPLE CREEK SETTLEMENT|5820|548124
84809|PEABODY MINING SETTLEMENT|6677|548124
84810|PAYROLL TAX WITHHOLDINGS|168|548125
84811|DONATIONS FOR NEEDY MEMBERS|16708|548125
84812|Accrued vacation|2768|548127
84813|Payroll liabilities|3284|548127
84814|EMPLOYEE WITHHOLDINGS|4109|548129
84815|Payroll Deductions Payable|622|548140
84816|Payroll liability|3319|548141
84817|City tax withholding|593|548141
84818|Missouri tax withholding|2300|548141
84819|UFCW International pension|4881|548141
84820|UFCW supplemental insurance|1981|548141
84821|Principal supplemental insurance|99|548141
84822|655 staff dues|478|548141
84823|OPEIU 13 office dues|428|548141
84824|United Way|1934|548141
84825|Payroll related liabilities|2316|548143
84826|Member savings deposits|167343|548143
84827|Voluntary fund deposits|4607|548143
84828|Accrued payroll, withholdings and vacation |39438|548144
84829|Due to affiliated labor organizations|33877|548144
84830|Collection of dues from locals|213285|548144
84831|WITHHELD PAYROLL TAXES|8023|548145
84832|OTHER PAYROLL TAXES|6234|548145
84836|NONE|0|548147
84833|VA Dept. of Taxation|533|548148
84834|AFL-CIO|1470|548148
84835|Western VA Labor Federation|276|548148
84837|PAYROLL TAX WITHHOLDINGS|9541|548152
84839|Payroll Tax Withholding|92|548156
84840|WITHHELD TAXES|671|548157
84873|Xerox Corporation|42820|548158
84841|Accumulated Post Retirement Medical Benefit|5475812|548158
84842|Colonial Cancer Insurance|130|548158
84843|Colonial Universal Life Insurance|965|548158
84844|Colonial Term Life Insurance|34|548158
84845|Colonial Accidental Insurance|100|548158
84846|Colonial Disability Insurance|31|548158
84847|Accrued Futa|6851|548158
84848|Accrued Vacation|570501|548158
84849|Accrued Real Estate|132437|548158
84850|Prepaid Rent Dayton|35584|548158
84851|AFSCME AFL-CIO|8187|548158
84852|TriCounty Reg Labor Council|3751|548158
84853|Ashland-Wayne-Holmes Labor Council|66|548158
84854|Ashtabula Labor Council|132|548158
84855|Upper Ohio Valley Central Labor Council|107|548158
84856|Cincinnatl Labor Council|3710|548158
84857|Hall of Fame Central Labor Council |943|548158
84858|West Central Ohio Labor Council|2|548158
84859|Licking-Knox-Muskingum Coshocton Labor Council|245|548158
84860|Lorain County AFL-CIO|116|548158
84861|Mid-Ohio AFL-CIO|36|548158
84862|Southeastern CLC|282|548158
84863|Newark Labor Council |286|548158
84864|Crawford/Richland City AFL-CIO|146|548158
84865|Shawnee Labor Council|553|548158
84866|North Central Labor Council|182|548158
84867|Great Northwestern Labor Council|2848|548158
84868|Mahoning Trumull County Labor Council|1057|548158
84869|Local Union Rebate Payable|305067|548158
